session_id,ip_address,user_id,is_logged_in,session_started_at,session_ended_at,session_started_date,session_started_hour,session_duration_seconds,session_duration_minutes,page_view_count,pages_visited_count,is_bounce,is_returning_visitor,device,browser,browser_name,os,os_name,country,city,referer,landing_page,exit_page,pages_visited,is_bot
adbe5546-f2f2-40b6-be9b-51d82dafd065,77.205.149.175,,False,2026-04-30 14:10:40.775000+00:00,,2026-04-30,14,0,0.0,1,1,True,False,mobile,TikTok 44.7.0,TikTok,iOS 26.3.1,iOS,,,https://www.tiktok.com/,/,/,/,False
4df66d32-788c-4687-a76d-01c7a25fca1c,90.26.59.45,,False,2026-04-30 14:10:12.786000+00:00,,2026-04-30,14,0,0.0,1,1,True,True,desktop,Chrome 147.0.0.0,Chrome,macOS 10.15.7,macOS,,,,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,False
99371a8d-a5a7-4126-ac48-a4ce3078d635,37.168.245.149,,False,2026-04-30 14:04:07.031000+00:00,,2026-04-30,14,0,0.0,1,1,True,False,mobile,TikTok 44.7.0,TikTok,iOS 26.3.1,iOS,,,https://www.tiktok.com/,/,/,/,False
e94acd7c-0df3-4c3e-b535-d98c2e37bf48,173.252.82.14,,False,2026-04-30 13:59:40.211000+00:00,2026-04-30 13:59:49.948000+00:00,2026-04-30,13,9,0.15,1,1,True,False,mobile,Instagram 426.0.0.36.74,Instagram,iOS 26.1,iOS,,,http://m.facebook.com,/,/,/,False
13fcb054-c523-448e-9fb0-fee684c1fa0e,31.13.127.7,,False,2026-04-30 13:58:20.001000+00:00,2026-04-30 13:58:30.009000+00:00,2026-04-30,13,10,0.17,1,1,True,False,mobile,Instagram 426.0.0.37.68,Instagram,Android,Android,,,http://m.facebook.com,/,/,/,False
ec9b2f48-0112-4c5d-a9bc-bdb0544fe274,66.220.149.38,,False,2026-04-30 13:58:02.861000+00:00,2026-04-30 13:58:11.314000+00:00,2026-04-30,13,8,0.13,1,1,True,False,mobile,Instagram 426.0.0.36.74,Instagram,iOS 26.1,iOS,,,http://m.facebook.com,/,/,/,False
05969227-0d7a-4dd7-b742-18c2b78ef836,66.220.149.21,,False,2026-04-30 13:57:47.442000+00:00,2026-04-30 13:57:54.878000+00:00,2026-04-30,13,7,0.12,1,1,True,False,mobile,Instagram 426.0.0.37.68,Instagram,Android,Android,,,http://m.facebook.com,/,/,/,False
1e976578-8dc1-4d6d-a08f-2d31cf76c53f,173.252.95.14,,False,2026-04-30 13:56:44.355000+00:00,,2026-04-30,13,0,0.0,1,1,True,False,mobile,Mobile Chrome 147.0.0.0,Mobile,Android 10,Android,,,https://www.facebook.com/,/,/,/,False
4ba1c2c7-e2ef-4f03-b8fe-9a29a8647d53,173.252.127.21,,False,2026-04-30 13:54:57.334000+00:00,2026-04-30 13:55:11.678000+00:00,2026-04-30,13,14,0.23,1,1,True,False,desktop,Edge 147.0.0.0,Edge,Windows 10,Windows,,,https://www.facebook.com/,/,/,/,False
fd645e15-312a-4749-9832-c58e9a082fdd,66.220.149.115,,False,2026-04-30 13:54:29.330000+00:00,,2026-04-30,13,0,0.0,1,1,True,False,mobile,Instagram 426.0.0.37.68,Instagram,Android,Android,,,http://m.facebook.com,/,/,/,False
d6d3c8a4-1dce-4f0a-952b-4233cd365be0,173.252.127.41,,False,2026-04-30 13:54:25.587000+00:00,,2026-04-30,13,0,0.0,1,1,True,False,mobile,Instagram 426.0.0.36.74,Instagram,iOS 26.1,iOS,,,http://m.facebook.com,/,/,/,False
f8c03b29-3a84-4ddd-b009-d24efb72ce1f,31.13.115.7,,False,2026-04-30 13:54:25.211000+00:00,2026-04-30 13:54:32.786000+00:00,2026-04-30,13,7,0.12,1,1,True,False,mobile,Mobile Safari 26.3,Mobile,iOS 18.7,iOS,,,https://www.facebook.com/,/,/,/,False
d7350f52-aff9-498b-a70e-70013b742e74,88.188.129.48,,False,2026-04-30 13:47:45.769000+00:00,,2026-04-30,13,0,0.0,1,1,True,False,tablet,TikTok 44.6.0,TikTok,iOS 26.3.1,iOS,,,https://www.tiktok.com/,/,/,/,False
0da5655b-3021-438f-8930-a39b42da6445,90.26.59.45,,False,2026-04-30 13:47:15.077000+00:00,,2026-04-30,13,0,0.0,1,1,True,True,desktop,Chrome 143.0.0.0,Chrome,Windows 10,Windows,,,https://weneeds.com/user/profile/edit/04bff397-e77e-472e-8d56-9979bbe4aae8,/,/,/,False
5bfb145c-89db-4506-ae42-c6f1692ffe88,90.26.59.45,,False,2026-04-30 13:14:07.624000+00:00,,2026-04-30,13,0,0.0,1,1,True,True,mobile,Mobile Safari 26.4,Mobile,iOS 18.7,iOS,,,,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,False
ddb09d21-5aee-42f5-9627-1905e804c75d,90.26.59.45,,False,2026-04-30 13:12:50.046000+00:00,,2026-04-30,13,0,0.0,1,1,True,False,mobile,Mobile Safari 26.4,Mobile,iOS 18.7,iOS,,,,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,False
15ecd769-425a-4362-9896-da9c8a5bac4f,90.26.59.45,,False,2026-04-30 13:02:36.555000+00:00,2026-04-30 14:10:10.465000+00:00,2026-04-30,13,4053,67.55,7,2,False,True,desktop,Chrome 147.0.0.0,Chrome,macOS 10.15.7,macOS,,,,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d | /,False
bcef952d-a10a-4b16-b6de-c3e124e50e53,90.26.59.45,,False,2026-04-30 13:00:15.411000+00:00,2026-04-30 13:05:20.759000+00:00,2026-04-30,13,305,5.08,1,1,True,True,desktop,Chrome 147.0.0.0,Chrome,macOS 10.15.7,macOS,,,,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,/user/profile/e6f89141-5335-446e-a87a-855c9ccd9d5d,False
91811249-8ace-4bbd-b7c6-b9e149b46b8f,90.26.59.45,,False,2026-04-30 11:33:03.243000+00:00,,2026-04-30,11,0,0.0,1,1,True,True,mobile,Mobile Safari 26.3,Mobile,iOS 18.7,iOS,,,,/coming-soon,/coming-soon,/coming-soon,False
9328c287-1a0f-45e1-8ed4-23c99432e529,66.118.191.252,,False,2026-04-30 11:31:14.191000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,mobile,Mobile Safari 13.0.3,Mobile,iOS 13.2.3,iOS,,,,/,/,/,False
7619d228-3af9-4680-91c2-3dd710cf3c75,114.122.20.177,,False,2026-04-30 11:31:08.495000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,mobile,Mobile Safari 13.0.3,Mobile,iOS 13.2.3,iOS,,,,/,/,/,False
2686161a-28f5-482b-be75-4539d3edfadf,74.125.212.138,,False,2026-04-30 11:26:45.195000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,desktop,Chrome 147.0.7727.116,Chrome,Linux,Linux,,,,/,/,/,False
d32b0f59-4b2b-4fd5-9d39-2519aaad6b9b,74.125.213.41,,False,2026-04-30 11:26:32.653000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,desktop,Unknown,Unknown,Unknown,Unknown,,,,/politique-de-confidentialite,/politique-de-confidentialite,/politique-de-confidentialite,False
f37e8b27-5dd9-4d4e-9913-5bb8a19fddd1,74.125.213.42,,False,2026-04-30 11:26:32.648000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,desktop,Unknown,Unknown,Unknown,Unknown,,,,/suppression-compte,/suppression-compte,/suppression-compte,False
ed59f1a7-702b-4652-90c2-be347e49f8c5,192.178.11.100,,False,2026-04-30 11:19:56.749000+00:00,,2026-04-30,11,0,0.0,1,1,True,True,desktop,Unknown,Unknown,Unknown,Unknown,,,,/politique-de-confidentialite,/politique-de-confidentialite,/politique-de-confidentialite,False
0c754bfd-e819-4415-b56f-1b50fb61922b,192.178.11.100,,False,2026-04-30 11:19:50.690000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,desktop,Unknown,Unknown,Unknown,Unknown,,,,/suppression-compte,/suppression-compte,/suppression-compte,False
59f8372f-b06f-4507-8c51-e006be7b6af3,192.178.11.101,,False,2026-04-30 11:19:44.707000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,desktop,Unknown,Unknown,Unknown,Unknown,,,,/,/,/,False
f2a6e101-9af8-4507-8fcb-1cafe9c05439,74.125.212.136,,False,2026-04-30 11:17:39.110000+00:00,,2026-04-30,11,0,0.0,1,1,True,True,desktop,Unknown,Unknown,Unknown,Unknown,,,,/,/,/,False
7f08052c-56df-4c29-ae75-0f8a25d51378,74.125.212.137,,False,2026-04-30 11:17:33.743000+00:00,,2026-04-30,11,0,0.0,1,1,True,True,desktop,Unknown,Unknown,Unknown,Unknown,,,,/suppression-compte,/suppression-compte,/suppression-compte,False
c5400c62-25fe-4384-962e-16a86c555824,74.125.212.138,,False,2026-04-30 11:17:27.045000+00:00,,2026-04-30,11,0,0.0,1,1,True,True,desktop,Unknown,Unknown,Unknown,Unknown,,,,/politique-de-confidentialite,/politique-de-confidentialite,/politique-de-confidentialite,False
062d2f59-7af1-4c4a-9748-f7ae7f77aecd,81.185.168.40,,False,2026-04-30 11:16:59.633000+00:00,,2026-04-30,11,0,0.0,1,1,True,False,mobile,Mobile Chrome 147.0.7727.99,Mobile,iOS 26.1.0,iOS,,,,/,/,/,False
90c31c81-f185-4630-87d4-826b3a506f11,90.26.59.45,,False,2026-04-30 11:12:58.839000+00:00,2026-04-30 11:19:10.171000+00:00,2026-04-30,11,371,6.18,5,3,False,True,desktop,Chrome 147.0.0.0,Chrome,macOS 10.15.7,macOS,,,https://weneeds.com/user/profile/edit/47b13a44-9a76-47cc-ba24-e0e022a0c00b,/,/user/profile/edit/2ec16ae1-5d1d-4dd8-8413-36f37a4463ca,/ | /user/profile/edit/7f4d6f47-05d1-4a7f-8485-cbda3de1012e | /user/profile/edit/2ec16ae1-5d1d-4dd8-8413-36f37a4463ca,False
00a72c2b-624b-47ce-be1b-3dabd66c2671,90.26.59.45,,False,2026-04-30 11:12:56.489000+00:00,,2026-04-30,11,0,0.0,1,1,True,True,desktop,Chrome 147.0.0.0,Chrome,macOS 10.15.7,macOS,,,,/user/profile/edit/47b13a44-9a76-47cc-ba24-e0e022a0c00b,/user/profile/edit/47b13a44-9a76-47cc-ba24-e0e022a0c00b,/user/profile/edit/47b13a44-9a76-47cc-ba24-e0e022a0c00b,False
07b0a387-e81d-4242-bdc8-c0bd0125744b,82.66.65.39,,False,2026-04-30 10:39:29.463000+00:00,,2026-04-30,10,0,0.0,1,1,True,False,mobile,TikTok 42.3.4,TikTok,Android 9,Android,,,https://www.tiktok.com,/,/,/,False
dd26b918-0a06-4d32-a6f8-318eafb6d33d,88.183.122.25,,False,2026-04-30 10:37:30.076000+00:00,,2026-04-30,10,0,0.0,1,1,True,False,mobile,TikTok 42.5.1,TikTok,iOS 18.3.1,iOS,,,https://www.tiktok.com,/,/,/,False
36d83488-24c4-4483-8d87-3176700f9fa3,90.26.59.45,,False,2026-04-30 09:54:40.016000+00:00,2026-04-30 11:12:56.433000+00:00,2026-04-30,9,4696,78.27,3,2,False,True,desktop,Chrome 147.0.0.0,Chrome,macOS 10.15.7,macOS,,,,/,/user/profile/edit/47b13a44-9a76-47cc-ba24-e0e022a0c00b,/ | /company/profile/edit/6b16bcaa-a17d-4f4b-bd21-7efbd43e54b0,False
aa71000e-cc76-4d68-96c1-5db6734c6b3e,90.26.59.45,,False,2026-04-30 09:41:47.842000+00:00,2026-04-30 13:47:12.317000+00:00,2026-04-30,9,14724,245.4,2,1,False,True,desktop,Chrome 143.0.0.0,Chrome,Windows 10,Windows,,,,/onboarding,/user/profile/edit/04bff397-e77e-472e-8d56-9979bbe4aae8,/onboarding,False
0aa1f96a-8398-44bc-a829-50f68045ce46,90.26.59.45,,False,2026-04-30 09:41:14.407000+00:00,2026-04-30 09:41:20.328000+00:00,2026-04-30,9,5,0.08,1,1,True,False,desktop,Chrome 143.0.0.0,Chrome,Windows 10,Windows,,,https://www.linkedin.com/,/,/,/,False
